date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:23:10	13/13	---M--	200	added ('OK')	text/plain	etag:%2268a33577-d%22	https://argotrading.mstoolsnetshop.com/robots.txt		(from )
03:23:10	187123/187123	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:12%20GMT	https://argotrading.mstoolsnetshop.com/	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/index.html	(from )
03:23:11	47/47	---M--	302	error ('Found')	text/plain	date:Fri,%2029%20Aug%202025%2002:23:13%20GMT	https://unpkg.com/alpinejs@3.x.x/dist/cdn.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/unpkg.com/alpinejs@3.x.x/dist/cdn.min.0.delayed	(from https://argotrading.mstoolsnetshop.com/)
03:23:12	44758/44758	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2019%20Aug%202025%2010:10:39%20GMT	https://unpkg.com/alpinejs@3.14.9/dist/cdn.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/unpkg.com/alpinejs@3.14.9/dist/cdn.min.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:12	102025/102025	---M-Z	200	added ('OK')	text/css	etag:%226421d693-547f%22	https://cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/cdnjs.cloudflare.com/ajax/libs/font-awesome/6.4.0/css/all.min.css	(from https://argotrading.mstoolsnetshop.com/)
03:23:13	18475/18475	---M--	200	added ('OK')	image/png	etag:%22688ba464-482b%22	https://argotrading.mstoolsnetshop.com/storage/app/public/photos/Px9MifdF6k4uRiyRSGBX6qi4kKWtbhpkYNQrAouw.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/storage/app/public/photos/Px9MifdF6k4uRiyRSGBX6qi4kKWtbhpkYNQrAouw.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:13	89501/89501	---M-Z	200	added ('OK')	application/javascript	etag:W/%2228feccc0-15d9d%22	https://code.jquery.com/jquery-3.6.0.min.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/code.jquery.com/jquery-3.6.0.min.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:13	9611/9611	---M--	200	added ('OK')	image/png	etag:%2268a3102f-258b%22	https://argotrading.mstoolsnetshop.com/storage/app/public/photos/ofofonobs.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/storage/app/public/photos/ofofonobs.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:14	61925/61925	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:16%20GMT	https://argotrading.mstoolsnetshop.com/cryptocurrencies	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/cryptocurrencies.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:14	113700/113700	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:16%20GMT	https://argotrading.mstoolsnetshop.com/forex	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/forex.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:16	52169/52169	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:17%20GMT	https://argotrading.mstoolsnetshop.com/shares	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/shares.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:16	76300/76300	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:18%20GMT	https://argotrading.mstoolsnetshop.com/indices	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/indices.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:16	69701/69701	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:18%20GMT	https://argotrading.mstoolsnetshop.com/etfs	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/etfs.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:17	50553/50553	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:19%20GMT	https://argotrading.mstoolsnetshop.com/trade	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/trade.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:17	55549/55549	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:19%20GMT	https://argotrading.mstoolsnetshop.com/copy	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/copy.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:17	65369/65369	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:19%20GMT	https://argotrading.mstoolsnetshop.com/automate	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/automate.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:17	56239/56239	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:19%20GMT	https://argotrading.mstoolsnetshop.com/about	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/about.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:18	54597/54597	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:20%20GMT	https://argotrading.mstoolsnetshop.com/why-us	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/why-us.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:18	83119/83119	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:20%20GMT	https://argotrading.mstoolsnetshop.com/faq	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/faq.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:18	51576/51576	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:20%20GMT	https://argotrading.mstoolsnetshop.com/regulation	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/regulation.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:19	63519/63519	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:21%20GMT	https://argotrading.mstoolsnetshop.com/for-traders	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/for-traders.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:19	71172/71172	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:21%20GMT	https://argotrading.mstoolsnetshop.com/contacts	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/contacts.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:19	30954/30954	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:21%20GMT	https://argotrading.mstoolsnetshop.com/login	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/login.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:19	64993/64993	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:21%20GMT	https://argotrading.mstoolsnetshop.com/register	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/register.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:20	20569/20569	---MCZ	200	added ('OK')	text/javascript	etag:%22283061eec9d7738505f9ec550c28e6cf%22	https://s3.tradingview.com/tv.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/s3.tradingview.com/tv.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:20	13666/13666	---MCZ	200	added ('OK')	text/javascript	etag:%2224f32af708d9e7a79739ef5556f19715%22	https://s3.tradingview.com/external-embedding/embed-widget-ticker-tape.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/s3.tradingview.com/external-embedding/embed-widget-ticker-tape.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:21	13693/13693	---MCZ	200	added ('OK')	text/javascript	etag:%22aa619d7886206d24d3881bc03a4a1f22%22	https://s3.tradingview.com/external-embedding/embed-widget-market-overview.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/s3.tradingview.com/external-embedding/embed-widget-market-overview.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:21	964/964	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2029%20Aug%202025%2002:23:23%20GMT	https://argotrading.mstoolsnetshop.com/commodities	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/commodities	(from https://argotrading.mstoolsnetshop.com/)
03:23:21	87786/87786	---M--	200	added ('OK')	image/png	etag:%22688ba468-156ea%22	https://argotrading.mstoolsnetshop.com/dash/bitcoin-btc-logo.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/dash/bitcoin-btc-logo.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:21	12974/12974	---MCZ	200	added ('OK')	text/javascript	etag:%22d1a53b562229b60c7f58d7cca3e93fce%22	https://s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/s3.tradingview.com/external-embedding/embed-widget-forex-cross-rates.js	(from https://argotrading.mstoolsnetshop.com/)
03:23:21	160579/160579	---M--	200	added ('OK')	image/png	etag:%22688ba468-27343%22	https://argotrading.mstoolsnetshop.com/dash/ethereum-eth-logo.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/dash/ethereum-eth-logo.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:22	71172/71172	---M-Z	200	added ('OK')	text/html	date:Fri,%2029%20Aug%202025%2002:23:24%20GMT	https://argotrading.mstoolsnetshop.com/contact	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/contact.html	(from https://argotrading.mstoolsnetshop.com/)
03:23:22	408696/408696	---M--	200	added ('OK')	image/png	etag:%22688ba464-63c78%22	https://argotrading.mstoolsnetshop.com/temp/custom/img/abt.png	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/argotrading.mstoolsnetshop.com/temp/custom/img/abt.png	(from https://argotrading.mstoolsnetshop.com/)
03:23:22	13004/13004	---MCZ	200	added ('OK')	text/javascript	etag:%22e008a6f84fbd9210436015b6eacfa507%22	https://s3.tradingview.com/external-embedding/embed-widget-forex-heat-map.js	C:/Users/HP/OneDrive/Documents/bukky/ZenithSwipesHome/s3.tradingview.com/external-embedding/embed-widget-forex-heat-map.js	(from https://argotrading.mstoolsnetshop.com/)
